Title,Note,URL,Comment
Huay Pu Keng - Kayan Village,,https://www.google.com/maps/place/Huay+Pu+Keng+-+Kayan+Village/data=!4m2!3m1!1s0x30daae41e22db319:0xe3e261ca382b65e6,
Wat Phra That Doi Kongmu,sunrise / sunset,https://www.google.com/maps/place/Wat+Phra+That+Doi+Kongmu/data=!4m2!3m1!1s0x30daa5f1aaaaaaab:0xca043cd74f1bf1d0,
Coffee Morning,,https://www.google.com/maps/place/Coffee+Morning/data=!4m2!3m1!1s0x30daa5f055d50833:0x76535177ea373760,
Su Tong Pae Bridge,,https://www.google.com/maps/place/Su+Tong+Pae+Bridge/data=!4m2!3m1!1s0x30daa9b0215a385d:0x9e24de82e71da9d7,
Morning Market (Talat Chao),,https://www.google.com/maps/place/Morning+Market+(Talat+Chao)/data=!4m2!3m1!1s0x30daa606e43ce3df:0xd594089647069f5b,
Empty Hut Memorial,,https://www.google.com/maps/place/Empty+Hut+Memorial/data=!4m2!3m1!1s0x30d01b1fdceaa5c7:0x3b221204baf6ce4c,
Mae La Luang Viewpoint,,https://www.google.com/maps/place/Mae+La+Luang+Viewpoint/data=!4m2!3m1!1s0x30db2f4a1aaea4c5:0x50cd0b74b655c6e2,
Coffee Box@Pai,,https://www.google.com/maps/place/Coffee+Box@Pai/data=!4m2!3m1!1s0x30da8176eec7beab:0xc28088dd985b1f86,
Sai Ngam hot spring,,https://www.google.com/maps/place/Sai+Ngam+hot+spring/data=!4m2!3m1!1s0x30d079420ee683a1:0x17418418abf74753,
Love Strawberry Pai,,https://www.google.com/maps/place/Love+Strawberry+Pai/data=!4m2!3m1!1s0x30da80efbd53609f:0xaaf78a7206f7245e,
ดอยขุนคำ,,https://www.google.com/maps/place/%E0%B8%94%E0%B8%AD%E0%B8%A2%E0%B8%82%E0%B8%B8%E0%B8%99%E0%B8%84%E0%B8%B3/data=!4m2!3m1!1s0x30db39e996648473:0x6492a37859538db5,
Wat Jong Soong,,https://www.google.com/maps/place/Wat+Jong+Soong/data=!4m2!3m1!1s0x30db4f40f223c32f:0x708d6569eb32bf1c,
Morning Market,,https://www.google.com/maps/place/Morning+Market/data=!4m2!3m1!1s0x30db4f304277e2b5:0x8fd2184e71478c91,
Wat Chom Thong,,https://www.google.com/maps/place/Wat+Chom+Thong/data=!4m2!3m1!1s0x30db4f4391dca8e1:0x34bb4688d87413eb,
Wat Phrathat Chom Mon,,https://www.google.com/maps/place/Wat+Phrathat+Chom+Mon/data=!4m2!3m1!1s0x30db48d937678a79:0xf3b850efdd9c7f31,
"Pa Chang cliff, Ob Luang National Park",inexpensive good restaurant at park entrance,"https://www.google.com/maps/place/Pa+Chang+cliff,+Ob+Luang+National+Park/data=!4m2!3m1!1s0x30db9fe2bf2ec325:0x1d1994c1de8d3a09",
Huai Nam Dang National Park,cherry blossoms at Khun Mae Ya,https://www.google.com/maps/place/Huai+Nam+Dang+National+Park/data=!4m2!3m1!1s0x30da7964f692a723:0x1d0100b2deabb0e0,
"Maesawannoi Waterfall, Mae Sariang Town",hike to waterfall in jungle,"https://www.google.com/maps/place/Maesawannoi+Waterfall,+Mae+Sariang+Town/data=!4m2!3m1!1s0x30db40cd9586fa4d:0x863ea109d1fbb20d",
Huai Kung Viewpoint,stop for coffee ,https://www.google.com/maps/place/Huai+Kung+Viewpoint/data=!4m2!3m1!1s0x30db698d87c72e7b:0x87294a4947d504a6,
Bo Kaeo Pine Tree Garden,,https://www.google.com/maps/place/Bo+Kaeo+Pine+Tree+Garden/data=!4m2!3m1!1s0x30db73fb962c4e77:0xf5669e28ac50b8ce,
Posaho Cafe' กาแฟเด็กน้อยทำอร่อย,,https://www.google.com/maps/place/Posaho+Cafe'+%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%81%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%97%E0%B8%B3%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2/data=!4m2!3m1!1s0x30dac17a258c2a61:0xa2ee94209898bcdd,
Pang Mapha Viewpoint,,https://www.google.com/maps/place/Pang+Mapha+Viewpoint/data=!4m2!3m1!1s0x30d072697b64dcc7:0x7d2c1cd90556bdb,
Ing Doi Guesthouse,,https://www.google.com/maps/place/Ing+Doi+Guesthouse/data=!4m2!3m1!1s0x30da8030df9145e3:0x5c130449edcb0bcf,
Crossroads House,,https://www.google.com/maps/place/Crossroads+House/data=!4m2!3m1!1s0x30daaf586f6dc409:0xdba9d2ea495e92a7,
Mae Sariang Home,,https://www.google.com/maps/place/Mae+Sariang+Home/data=!4m2!3m1!1s0x30db499840820af7:0xcf57dac0b571a3c5,
Khuang Na Farmview,,https://www.google.com/maps/place/Khuang+Na+Farmview/data=!4m2!3m1!1s0x30db044381619673:0xab80ff5a7469395c,
Ang Ka Nature Trail,,https://www.google.com/maps/place/Ang+Ka+Nature+Trail/data=!4m2!3m1!1s0x30dbaa9efc685acf:0x75234e06d04429f4,
Kew Mae Pan nature trail,,https://www.google.com/maps/place/Kew+Mae+Pan+nature+trail/data=!4m2!3m1!1s0x30db0082cda59599:0x63f1dbb6ea3be195,
ถ้ำปลา Tham Pla (Fish Cave),,https://www.google.com/maps/place/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%9B%E0%B8%A5%E0%B8%B2+Tham+Pla+(Fish+Cave)/data=!4m2!3m1!1s0x30d008451690a99f:0x4ed3bec4c244b49a,
Chiang Mai Erotic Garden,,https://www.google.com/maps/place/Chiang+Mai+Erotic+Garden/data=!4m2!3m1!1s0x30da15f99c3ccb65:0x757af8610079fc0f,
Mok Fa Waterfall,,https://www.google.com/maps/place/Mok+Fa+Waterfall/data=!4m2!3m1!1s0x30da6c49270764f9:0xae5d5ee57568226,
Tha Pai Memorial Bridge,,https://www.google.com/maps/place/Tha+Pai+Memorial+Bridge/data=!4m2!3m1!1s0x30da80bfbc14715b:0x10a0f9ca0982a59a,
Coffee in Love,best views between Pai and Chiang Mai,https://www.google.com/maps/place/Coffee+in+Love/data=!4m2!3m1!1s0x30da81b1c493a675:0xee267b4ff818c23f,
Kho Ku So Bamboo Bridge,,https://www.google.com/maps/place/Kho+Ku+So+Bamboo+Bridge/data=!4m2!3m1!1s0x30da83d5c874a0f1:0x9ca555b654c52d7c,
Yun Lai Viewpoint,,https://www.google.com/maps/place/Yun+Lai+Viewpoint/data=!4m2!3m1!1s0x30da8201f4379731:0xea280ac5d8994cea,
Big Buddha Pai,,https://www.google.com/maps/place/Big+Buddha+Pai/data=!4m2!3m1!1s0x30da8038c8b734fd:0xdbc27eb04000857e,
Doi Kiew Lom View Point,,https://www.google.com/maps/place/Doi+Kiew+Lom+View+Point/data=!4m2!3m1!1s0x30da791cc4d03e53:0xd9fca1cf034441db,
Mae La Na Cave,,https://www.google.com/maps/place/Mae+La+Na+Cave/data=!4m2!3m1!1s0x30d06dff2ad981f9:0xc78e58985b953246,
View Point,,https://www.google.com/maps/place/View+Point/data=!4m2!3m1!1s0x30d06d1c61bc9c97:0x9b4a7a6de11f6da0,
Tham Pla - Namtok Pha Suea National Park Office,visit fish cave,https://www.google.com/maps/place/Tham+Pla+-+Namtok+Pha+Suea+National+Park+Office/data=!4m2!3m1!1s0x30d00ed91a92c337:0x740197075623bc29,
Namtok Pha Suea - Pha Sua Waterfall,,https://www.google.com/maps/place/Namtok+Pha+Suea+-+Pha+Sua+Waterfall/data=!4m2!3m1!1s0x30d005ffbded599b:0xf4d9cd506ab4be95,
Nong Chong Kham,view at night,https://www.google.com/maps/place/Nong+Chong+Kham/data=!4m2!3m1!1s0x30daa549eb56a017:0x832f1a568d451c76,
MHS Provincial Chamber of Commerce,"Mae Hong Son Loop certificate, try local aromatic coffee",https://www.google.com/maps/place/MHS+Provincial+Chamber+of+Commerce/data=!4m2!3m1!1s0x30daa5fc99e1cb0f:0x7e005cc5bfafbd32,
Pha Bong Hot Spring,,https://www.google.com/maps/place/Pha+Bong+Hot+Spring/data=!4m2!3m1!1s0x30daa5498d9eefc7:0xe78b887306149ef9,
Pha Bong Viewpoint,,https://www.google.com/maps/place/Pha+Bong+Viewpoint/data=!4m2!3m1!1s0x30dabaef06b80f67:0xc2fdd0abec0d62e7,
Namtok Mae Surin National Park,,https://www.google.com/maps/place/Namtok+Mae+Surin+National+Park/data=!4m2!3m1!1s0x30dabbfd58d3ffc1:0x45eae96c2752e10,
Thai-Japan Friendship Memorial Hall Khumyuam,,https://www.google.com/maps/place/Thai-Japan+Friendship+Memorial+Hall+Khumyuam/data=!4m2!3m1!1s0x30dacfdfb4879263:0x44515b27d4cf8986,
Mae Ya Water Fall,,https://www.google.com/maps/place/Mae+Ya+Water+Fall/data=!4m2!3m1!1s0x30dbaf43bd171d47:0xcc0c05d6c71c2389,
Wachirathan Waterfall,,https://www.google.com/maps/place/Wachirathan+Waterfall/data=!4m2!3m1!1s0x30dbac389d463eeb:0x83e852fcbecf7e37,
Grand Pagoda Nabhapolbhumisiri,,https://www.google.com/maps/place/Grand+Pagoda+Nabhapolbhumisiri/data=!4m2!3m1!1s0x30db009c6c5dc2a1:0x24a24a98ffde2ba3,
Ban Rak Thai,,https://www.google.com/maps/place/Ban+Rak+Thai/data=!4m2!3m1!1s0x30d0042cf8f1b971:0xfe9f1eacc4d30d6f,
Thung Bua Tong Fields at Doi Mae U Kho,,https://www.google.com/maps/place/Thung+Bua+Tong+Fields+at+Doi+Mae+U+Kho/data=!4m2!3m1!1s0x30dac3cab069d6e9:0xe23b11800815a541,
Lan View Coffee,,https://www.google.com/maps/place/Lan+View+Coffee/data=!4m2!3m1!1s0x30dad7e6d5de45fb:0x8cf94fb4c92ebdd1,
Doi Inthanon National Park,,https://www.google.com/maps/place/Doi+Inthanon+National+Park/data=!4m2!3m1!1s0x30dbab95555461ff:0x54e343c4fa33975b,
